id,month,abg_sku,combo_code,upc,brand,valid_from,valid_to,description,combo_pack_price,qty_items,qty_value,qty_unit,fline_price,combo_price,total_savings,comments
11638,2026-04,268630,3287031,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,1   B,1.0,B,35.0,26.0,36.0,"CONTAINS: 1BTL-EA. LIT 80PF & BOT PCH OR, CUC MT & GRF RS"
11639,2026-04,3287030,3287031,85156810000,459343,2026-04-01,2026-04-30,KETEL ONE BOT CUC/MT,104.0,1   B,1.0,B,35.0,26.0,36.0,"CONTAINS: 1BTL-EA. LIT 80PF & BOT PCH OR, CUC MT & GRF RS"
11640,2026-04,3287130,3287031,85156610006,456486,2026-04-01,2026-04-30,KETEL ONE BOT PCH/OR,104.0,1   B,1.0,B,35.0,26.0,36.0,"CONTAINS: 1BTL-EA. LIT 80PF & BOT PCH OR, CUC MT & GRF RS"
11641,2026-04,3287230,3287031,85156710003,456487,2026-04-01,2026-04-30,KETEL ONE BOT GRF/RS,104.0,1   B,1.0,B,35.0,26.0,36.0,"CONTAINS: 1BTL-EA. LIT 80PF & BOT PCH OR, CUC MT & GRF RS"
11642,2026-04,268630,3287032,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT CUCU MINT & 1BTL-LIT 80PF
11643,2026-04,3287030,3287032,85156810000,459343,2026-04-01,2026-04-30,KETEL ONE BOT CUC/MT,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT CUCU MINT & 1BTL-LIT 80PF
11644,2026-04,268630,3287131,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT PCH ORG BL & 1BTL-LIT 80P
11645,2026-04,3287130,3287131,85156610006,456486,2026-04-01,2026-04-30,KETEL ONE BOT PCH/OR,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT PCH ORG BL & 1BTL-LIT 80P
11646,2026-04,268630,3287231,85156610419,248915,2026-04-01,2026-04-30,KETEL VOD 80,104.0,1   B,1.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT GRF ROSE & 1BTL-LIT 80PF
11647,2026-04,3287230,3287231,85156710003,456487,2026-04-01,2026-04-30,KETEL ONE BOT GRF/RS,104.0,3   B,3.0,B,35.0,26.0,36.0,CONTAINS: 3BTLS-LIT KETEL ONE BOT GRF ROSE & 1BTL-LIT 80PF
11648,2026-04,3362540,3362544,80368937033,445943,2026-04-01,2026-04-30,MOZART WH CHOC LIQ6P,39.99,1   B,1.0,B,24.09,19.99,8.19,CONTAINS: 1BTL EA 750ML WHT CHOCO  & DARK CHOCO
11649,2026-04,3362740,3362544,80368937057,473910,2026-04-01,2026-04-30,MOZART DRK CHOCOLA6P,39.99,1   B,1.0,B,24.09,19.99,8.19,CONTAINS: 1BTL EA 750ML WHT CHOCO  & DARK CHOCO
11650,2026-04,3466760,3466764,720815984424,509228,2026-04-01,2026-04-30,SEAG VOD PLATINUM,220.0,1   C,1.0,C,5.33,4.12,64.27,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VODKA PLAT
11651,2026-04,3466770,3466764,720815984370,509228,2026-04-01,2026-04-30,SEAG VOD PLATINUM,220.0,1   C,1.0,C,3.33,2.57,64.27,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VODKA PLAT
11652,2026-04,3466790,3466764,720815984202,509228,2026-04-01,2026-04-30,SEAG VOD PLAT 120/10,220.0,1   C,1.0,C,11.7,9.05,64.27,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VODKA PLAT
11653,2026-04,3466860,3466864,720815985629,509227,2026-04-01,2026-04-30,SEAG VOD EXTR SMOOTH,170.08,1   C,1.0,C,4.68,3.53,55.28,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VOD X-SMOOTH
11654,2026-04,3466870,3466864,720815985575,509227,2026-04-01,2026-04-30,SEAG VOD EXTR SMOOTH,170.08,1   C,1.0,C,2.85,2.15,55.28,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VOD X-SMOOTH
11655,2026-04,3466890,3466864,720815985308,509227,2026-04-01,2026-04-30,SEAG VOD EXSM 120/10,170.08,1   C,1.0,C,8.4,6.33,55.28,CONTAINS: 1CS EA 375ML & 200ML & 50ML SEAG VOD X-SMOOTH
11656,2026-04,3497040,3497045,88352124810,531570,2026-04-01,2026-04-30,EL MAYOR BLANCO 6P,170.99,1   C,1.0,C,28.39,24.59,26.39,CONTAINS: 1CS 750ML & 3BTL 375ML EL MAYOR BLANCO
11657,2026-04,3497060,3497045,88352143491,531570,2026-04-01,2026-04-30,EL MAYOR BLANCO 12P,170.99,3   B,3.0,B,9.01,7.8,26.39,CONTAINS: 1CS 750ML & 3BTL 375ML EL MAYOR BLANCO
11658,2026-04,3497140,3497142,88352124803,531573,2026-04-01,2026-04-30,EL MAYOR REPOSADO 6P,178.99,1   C,1.0,C,29.69,25.9,26.19,CONTAINS: 1CS 750ML & 3BTL 375ML EL MAYOR REPOSADO
11659,2026-04,3497160,3497142,88352143507,531573,2026-04-01,2026-04-30,EL MAYOR REPO 12P,178.99,3   B,3.0,B,9.01,7.86,26.19,CONTAINS: 1CS 750ML & 3BTL 375ML EL MAYOR REPOSADO
11660,2026-04,3574930,3574934,82000752974,281178,2026-04-01,2026-04-30,BULLEIT RYE,45.99,1   B,1.0,B,38.0,27.74,17.01,CONTAINS: 1BTL LITER RYE & 1BTL 750ML COFFEE
11661,2026-04,3592540,3574934,857932007009,653692,2026-04-01,2026-04-30,MR BLACK COFFEE 6P,45.99,1   B,1.0,B,25.0,18.25,17.01,CONTAINS: 1BTL LITER RYE & 1BTL 750ML COFFEE
11662,2026-04,3575130,3575134,87000005549,248800,2026-04-01,2026-04-30,BULLEIT BBN,78.99,2   B,2.0,B,38.0,29.71,22.01,"CONTAINS: 2BTL 1L BOURBON,1BT 750ML MR BLACK COFFEE"
11663,2026-04,3592540,3575134,857932007009,653692,2026-04-01,2026-04-30,MR BLACK COFFEE 6P,78.99,1   B,1.0,B,25.0,19.55,22.01,"CONTAINS: 2BTL 1L BOURBON,1BT 750ML MR BLACK COFFEE"
11664,2026-04,3574930,3575135,82000752974,281178,2026-04-01,2026-04-30,BULLEIT RYE,61.99,1   B,1.0,B,38.0,30.99,14.01,CONTAINS: 1BT EACH LITER- BULLIET RYE & BOURBON
11665,2026-04,3575130,3575135,87000005549,248800,2026-04-01,2026-04-30,BULLEIT BBN,61.99,1   B,1.0,B,38.0,30.99,14.01,CONTAINS: 1BT EACH LITER- BULLIET RYE & BOURBON
11666,2026-04,3574930,3581031,82000752974,281178,2026-04-01,2026-04-30,BULLEIT RYE,89.99,1   B,1.0,B,38.0,26.08,41.1,"CONTAINS: 1BTL-LITER EA, CASAMIG BLNC, BULLEIT BRBN & RYE3P"
11667,2026-04,3575130,3581031,87000005549,248800,2026-04-01,2026-04-30,BULLEIT BBN,89.99,1   B,1.0,B,38.0,26.08,41.1,"CONTAINS: 1BTL-LITER EA, CASAMIG BLNC, BULLEIT BRBN & RYE3P"
11668,2026-04,3581030,3581031,856724006107,504250,2026-04-01,2026-04-30,CASAMIGO BLANCO 6P,89.99,1   B,1.0,B,55.09,37.81,41.1,"CONTAINS: 1BTL-LITER EA, CASAMIG BLNC, BULLEIT BRBN & RYE3P"
11669,2026-04,3581060,3581061,856724006121,504250,2026-04-01,2026-04-30,CASAMIGO BLANCO 12P,109.99,3   B,3.0,B,19.09,17.41,10.55,CONTAINS: 3BTLE EACH 375ML REPOSADO & BLANCO
11670,2026-04,3582360,3581061,856724006220,504251,2026-04-01,2026-04-30,CASAMIGO REPO 12P,109.99,3   B,3.0,B,21.09,19.24,10.55,CONTAINS: 3BTLE EACH 375ML REPOSADO & BLANCO
11671,2026-04,3580030,3582331,856724006008,504252,2026-04-01,2026-04-30,CASAMIGO ANEJO 6P,125.99,1   B,1.0,B,61.09,44.16,48.28,"CONTAINS: 1BTL-LITERS EACH REPOSADO, ANEJO & BLANCO 3PK"
11672,2026-04,3581030,3582331,856724006107,504250,2026-04-01,2026-04-30,CASAMIGO BLANCO 6P,125.99,1   B,1.0,B,55.09,39.83,48.28,"CONTAINS: 1BTL-LITERS EACH REPOSADO, ANEJO & BLANCO 3PK"
11673,2026-04,3582330,3582331,856724006206,504251,2026-04-01,2026-04-30,CASAMIGO REPO 6P,125.99,1   B,1.0,B,58.09,41.99,48.28,"CONTAINS: 1BTL-LITERS EACH REPOSADO, ANEJO & BLANCO 3PK"
11674,2026-04,3582330,3582332,856724006206,504251,2026-04-01,2026-04-30,CASAMIGO REPO 6P,266.99,1   C,1.0,C,58.09,41.52,106.55,CONTAINS: 1CS-LTR CASAMIGOS REP/1BTL-750ML MR. BLK COFEE 7P
11675,2026-04,3592540,3582332,857932007009,653692,2026-04-01,2026-04-30,MR BLACK COFFEE 6P,266.99,1   B,1.0,B,25.0,17.87,106.55,CONTAINS: 1CS-LTR CASAMIGOS REP/1BTL-750ML MR. BLK COFEE 7P
11676,2026-04,3574930,3582333,82000752974,281178,2026-04-01,2026-04-30,BULLEIT RYE,94.99,1   B,1.0,B,38.0,26.91,39.1,CONTAINS: 1BTL-LTR EA CASAMIGO REPO/BULLEIT BRBN & RYE 3P
11677,2026-04,3575130,3582333,87000005549,248800,2026-04-01,2026-04-30,BULLEIT BBN,94.99,1   B,1.0,B,38.0,26.91,39.1,CONTAINS: 1BTL-LTR EA CASAMIGO REPO/BULLEIT BRBN & RYE 3P
11678,2026-04,3582330,3582333,856724006206,504251,2026-04-01,2026-04-30,CASAMIGO REPO 6P,94.99,1   B,1.0,B,58.09,41.15,39.1,CONTAINS: 1BTL-LTR EA CASAMIGO REPO/BULLEIT BRBN & RYE 3P
11679,2026-04,3574930,3591531,82000752974,281178,2026-04-01,2026-04-30,BULLEIT RYE,70.99,1   B,1.0,B,38.0,30.59,17.19,"CONTAINS: 2BT-LITER CAPTAIN MORGAN SPIC,1BT BULLEIT RYE 3P"
11680,2026-04,3591530,3591531,87000002708,248782,2026-04-01,2026-04-30,CAPT MORG SPICE,70.99,2   B,2.0,B,25.09,20.19,17.19,"CONTAINS: 2BT-LITER CAPTAIN MORGAN SPIC,1BT BULLEIT RYE 3P"
11681,2026-04,3575130,3591532,87000005549,248800,2026-04-01,2026-04-30,BULLEIT BBN,70.99,1   B,1.0,B,38.0,30.59,17.19,CONTAINS: 2BTL LITER CAPT SPICE  & 1BTL LITER BOURBON
11682,2026-04,3591530,3591532,87000002708,248782,2026-04-01,2026-04-30,CAPT MORG SPICE,70.99,2   B,2.0,B,25.09,20.19,17.19,CONTAINS: 2BTL LITER CAPT SPICE  & 1BTL LITER BOURBON
11683,2026-04,3600040,3600141,88076186941,585986,2026-04-01,2026-04-30,ASTRAL ANEJO 6P,248.28,3   B,3.0,B,23.09,23.09,0.0,"CONTAINS: 6BTL 750ML BLANCO, 3BTL EA 750ML REPOSADO & ANEJO"
11684,2026-04,3600140,3600141,88076190528,585985,2026-04-01,2026-04-30,ASTRAL BLANCO 6P,248.28,6   B,6.0,B,19.09,19.09,0.0,"CONTAINS: 6BTL 750ML BLANCO, 3BTL EA 750ML REPOSADO & ANEJO"
11685,2026-04,3600240,3600141,88076186965,585987,2026-04-01,2026-04-30,ASTRAL REPOSADO 6P,248.28,3   B,3.0,B,21.49,21.49,0.0,"CONTAINS: 6BTL 750ML BLANCO, 3BTL EA 750ML REPOSADO & ANEJO"
11686,2026-04,3600040,3600241,88076186941,585986,2026-04-01,2026-04-30,ASTRAL ANEJO 6P,99.99,3   B,3.0,B,23.09,17.26,33.75,CONTAINS: 3BTLS-750ML EACH REPOSADO & ANEJO 6PK
11687,2026-04,3600240,3600241,88076186965,585987,2026-04-01,2026-04-30,ASTRAL REPOSADO 6P,99.99,3   B,3.0,B,21.49,16.06,33.75,CONTAINS: 3BTLS-750ML EACH REPOSADO & ANEJO 6PK
11688,2026-04,3600341,3600342,82000804161,591192,2026-04-01,2026-04-30,AVIATION GIN 6P,150.54,3   B,3.0,B,25.09,25.09,0.0,CONTAINS: 3BTL EA 750ML REG & BLOOD ORANGE
11689,2026-04,3602940,3600342,82000804161,772456,2026-04-01,2026-04-30,AVIATION CRAN/BO  6P,150.54,3   B,3.0,B,25.09,25.09,0.0,CONTAINS: 3BTL EA 750ML REG & BLOOD ORANGE
11690,2026-04,3600320,3600344,82000804215,591192,2026-04-01,2026-04-30,AVIATION GIN 3P,282.0,3   B,3.0,B,44.0,43.91,0.54,CONTAINS: 3BTL 1.75L & 6BTL 750ML
11691,2026-04,3600341,3600344,82000804161,591192,2026-04-01,2026-04-30,AVIATION GIN 6P,282.0,6   B,6.0,B,25.09,25.04,0.54,CONTAINS: 3BTL 1.75L & 6BTL 750ML
11692,2026-04,3600940,3603044,88110140052,248832,2026-04-01,2026-04-30,LAGAVULIN 16YR SM,144.99,1   B,1.0,B,77.0,75.43,3.01,CONTAINS: 1BOTTLE EACH 750ML 14YR OBAN & 16YR LAGAVULIN
11693,2026-04,3603040,3603044,88110160050,568488,2026-04-01,2026-04-30,OBAN 14Y 6P,144.99,1   B,1.0,B,71.0,69.55,3.01,CONTAINS: 1BOTTLE EACH 750ML 14YR OBAN & 16YR LAGAVULIN
11694,2026-04,3221841,3604041,5936900163,536754,2026-04-01,2026-04-30,FLOWERS PN SC 23,330.0,6   B,6.0,B,49.99,34.37,149.88,CONTAINS: BENLANE PNOIR &  FLOWR PNOIR 6 BTL 750ML EACH
11695,2026-04,3604045,3604041,780383069626,760432,2026-04-01,2026-04-30,BENTON LANE PNOIR 23,330.0,6   B,6.0,B,29.99,20.62,149.88,CONTAINS: BENLANE PNOIR &  FLOWR PNOIR 6 BTL 750ML EACH
11696,2026-04,3221841,3604042,5936900163,536754,2026-04-01,2026-04-30,FLOWERS PN SC 23,1200.0,2   C,2.0,C,49.99,38.46,359.64,CONTAINS: BEN LAN PNOIR 1 CS FLOWERS P NOIR 2 CS 750MLEACH
11697,2026-04,3604045,3604042,780383069626,760432,2026-04-01,2026-04-30,BENTON LANE PNOIR 23,1200.0,1   C,1.0,C,29.99,23.07,359.64,CONTAINS: BEN LAN PNOIR 1 CS FLOWERS P NOIR 2 CS 750MLEACH
11698,2026-04,3221841,3604043,5936900163,536754,2026-04-01,2026-04-30,FLOWERS PN SC 23,285.0,2   B,2.0,B,49.99,30.98,174.86,"CONTAINS: BEN LANE PNOIR 1 CS 750ML, 2 BT FLOWERS PNOIR 750"
11699,2026-04,3604040,3604043,780383069626,760432,2026-04-01,2026-04-30,BENTON LANE PNOIR 22,285.0,1   C,1.0,C,29.99,18.58,174.86,"CONTAINS: BEN LANE PNOIR 1 CS 750ML, 2 BT FLOWERS PNOIR 750"
11700,2026-04,3221542,3604044,0,536750,2026-04-01,2026-04-30,FLOWERS CH SC 24,292.0,6   B,6.0,B,44.99,29.2,157.88,CONTAINS: BEN LAN PNOIR FLOWERS CHARD 6 BTLS 750ML EACH
11701,2026-04,3604045,3604044,780383069626,760432,2026-04-01,2026-04-30,BENTON LANE PNOIR 23,292.0,6   B,6.0,B,29.99,19.46,157.88,CONTAINS: BEN LAN PNOIR FLOWERS CHARD 6 BTLS 750ML EACH
11702,2026-04,2565440,3740034,89552920226,549975,2026-04-01,2026-04-30,ST ELDER ELDERFLWR,155.1,2   B,2.0,B,18.45,16.14,22.16,CONTAINS: 4BTLS LITER GHOST BL & 2BTLS 750ML ST ELDER FLWR
11703,2026-04,3740030,3740034,736040005230,617759,2026-04-01,2026-04-30,GHOST BLANCO 6P,155.1,4   B,4.0,B,35.09,30.7,22.16,CONTAINS: 4BTLS LITER GHOST BL & 2BTLS 750ML ST ELDER FLWR
11704,2026-04,3748240,3748344,8697530217965,617839,2026-04-01,2026-04-30,YENI RAKI UZUM DM 6P,208.5,3   B,3.0,B,36.65,36.74,-0.54,CONTAINS: 3BTLS EACH 750ML USTALARIN & UZUN DEMLEME
11705,2026-04,3748340,3748344,8697530217989,617842,2026-04-01,2026-04-30,YENI RAKI USTALAR 6P,208.5,3   B,3.0,B,32.67,32.75,-0.54,CONTAINS: 3BTLS EACH 750ML USTALARIN & UZUN DEMLEME
11706,2026-04,3784020,3784021,86072132115,591387,2026-04-01,2026-04-30,MONTEBELLO ICED TEA,145.99,1   C,1.0,C,17.49,16.34,10.22,CONTAINS: 1CS-1.75L MONTEBELLO ICED TEA & 3BTS-SCREWDRIVER
11707,2026-04,3788020,3784021,86072135116,591391,2026-04-01,2026-04-30,MONTEBELLO SCREWDRIV,145.99,3   B,3.0,B,17.09,15.97,10.22,CONTAINS: 1CS-1.75L MONTEBELLO ICED TEA & 3BTS-SCREWDRIVER
11708,2026-04,3790040,3790041,850030494009,598030,2026-04-01,2026-04-30,KEEPER H AMER RYE 6P,58.18,1   B,1.0,B,28.09,25.46,6.0,CONTAINS: 700ML-1BTL EA KEEPER'S HEART RYE & BOURBON
11709,2026-04,3790140,3790041,850030494108,609946,2026-04-01,2026-04-30,KEEPER H IR/BOURBON,58.18,1   B,1.0,B,36.09,32.71,6.0,CONTAINS: 700ML-1BTL EA KEEPER'S HEART RYE & BOURBON
11710,2026-04,3790040,3790042,850030494009,598030,2026-04-01,2026-04-30,KEEPER H AMER RYE 6P,174.54,3   B,3.0,B,28.09,25.46,18.0,CONTAINS: 700ML-3BTLS EA KEEPER'S HEART RYE & BOURBON
11711,2026-04,3790140,3790042,850030494108,609946,2026-04-01,2026-04-30,KEEPER H IR/BOURBON,174.54,3   B,3.0,B,36.09,32.71,18.0,CONTAINS: 700ML-3BTLS EA KEEPER'S HEART RYE & BOURBON
11712,2026-04,3790090,3790142,850030494498,598030,2026-04-01,2026-04-30,KEEPERS IR/AMR 72/12,207.54,1   B,1.0,B,28.75,24.32,37.75,CONTAINS: 1CS 700ML HEART BOURBON & 1SLV IR/AM
11713,2026-04,3790140,3790142,850030494108,609946,2026-04-01,2026-04-30,KEEPER H IR/BOURBON,207.54,1   C,1.0,C,36.09,30.53,37.75,CONTAINS: 1CS 700ML HEART BOURBON & 1SLV IR/AM
11714,2026-04,1627540,3804144,88586006586,544285,2026-04-01,2026-04-30,TORRES MAGD ORNG L6P,390.06,1   C,1.0,C,24.15,20.56,67.92,CONTAINS: 2CS 750ML CORRALEJO BLANCO & 1CS 750ML TORRES MAG
11715,2026-04,3804141,3804144,720815930636,509226,2026-04-01,2026-04-30,CORRALEJO BLANCO 6P,390.06,2   C,2.0,C,26.09,22.22,67.92,CONTAINS: 2CS 750ML CORRALEJO BLANCO & 1CS 750ML TORRES MAG
11716,2026-04,3805020,3805024,674545000643,248885,2026-04-01,2026-04-30,DON JULIO ANEJO 3P,461.91,3   B,3.0,B,107.99,87.99,105.0,"CONTAINS: 3BTL EACH 1.75L, 750ML & 375ML OF ANEJO"
11717,2026-04,3805043,3805024,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,461.91,3   B,3.0,B,52.99,43.17,105.0,"CONTAINS: 3BTL EACH 1.75L, 750ML & 375ML OF ANEJO"
11718,2026-04,3805060,3805024,674545000612,248885,2026-04-01,2026-04-30,DON JULIO ANEJO 12PK,461.91,3   B,3.0,B,27.99,22.8,105.0,"CONTAINS: 3BTL EACH 1.75L, 750ML & 375ML OF ANEJO"
11719,2026-04,3805043,3805044,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,99.08,1   B,1.0,B,52.99,48.13,10.0,CONTAINS: 1BOTTLE 750ML EACH ANEJO & 70TH ANNIVERSARY
11720,2026-04,3850240,3805044,674545000827,287779,2026-04-01,2026-04-30,DON JULIO 70TH ANN6P,99.08,1   B,1.0,B,56.09,50.94,10.0,CONTAINS: 1BOTTLE 750ML EACH ANEJO & 70TH ANNIVERSARY
11721,2026-04,3806020,3806023,674545000629,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 3P,376.06,3   B,3.0,B,92.09,72.02,104.75,"CONTAINS: 3BTLS EACH BLANCO 1.75L,750ML,375ML"
11722,2026-04,3806048,3806023,674545000001,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,376.06,3   B,3.0,B,45.09,35.26,104.75,"CONTAINS: 3BTLS EACH BLANCO 1.75L,750ML,375ML"
11723,2026-04,3806060,3806023,674545000599,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 12P,376.06,3   B,3.0,B,23.09,18.05,104.75,"CONTAINS: 3BTLS EACH BLANCO 1.75L,750ML,375ML"
11724,2026-04,3805043,3806028,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,312.99,1   B,1.0,B,52.99,48.64,27.94,CONTAINS: 1CS LITER BLANCO & 1BTL 750ML ANEJO
11725,2026-04,3806030,3806028,88076189317,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,312.99,1   C,1.0,C,47.99,44.05,27.94,CONTAINS: 1CS LITER BLANCO & 1BTL 750ML ANEJO
11726,2026-04,3805043,3806074,674545000063,248885,2026-04-01,2026-04-30,DON JULIO ANEJNOBX6P,545.2,3   B,3.0,B,52.99,49.53,38.01,"CONTAINS: 3BTL EA 750ML BLANCO/REP/ANE,1BT 750ML 1942"
11727,2026-04,3806048,3806074,674545000001,248964,2026-04-01,2026-04-30,DON JULIO BLANCO 6P,545.2,3   B,3.0,B,45.09,42.15,38.01,"CONTAINS: 3BTL EA 750ML BLANCO/REP/ANE,1BT 750ML 1942"
11728,2026-04,3823040,3806074,674545000322,249009,2026-04-01,2026-04-30,DON JULIO 1942 6PK,545.2,1   B,1.0,B,142.0,132.74,38.01,"CONTAINS: 3BTL EA 750ML BLANCO/REP/ANE,1BT 750ML 1942"
11729,2026-04,3850045,3806074,674545000414,248966,2026-04-01,2026-04-30,DON JULIO REPOS NC6P,545.2,3   B,3.0,B,48.99,45.79,38.01,"CONTAINS: 3BTL EA 750ML BLANCO/REP/ANE,1BT 750ML 1942"
11730,2026-04,3807240,3807241,81240050499,420895,2026-04-01,2026-04-30,CASA NOBL ANEJO2Y 6P,288.54,2   B,2.0,B,52.09,52.09,0.0,"CONTAINS: 2BTL EACH 750ML ANEJO, REPOSADO & BLANCO"
11731,2026-04,3807440,3807241,81240050376,420896,2026-04-01,2026-04-30,CASA NOBL BLNC 6P,288.54,2   B,2.0,B,44.09,44.09,0.0,"CONTAINS: 2BTL EACH 750ML ANEJO, REPOSADO & BLANCO"
11732,2026-04,3807540,3807241,81240044818,420897,2026-04-01,2026-04-30,CASA NOBL REPO 6P,288.54,2   B,2.0,B,48.09,48.09,0.0,"CONTAINS: 2BTL EACH 750ML ANEJO, REPOSADO & BLANCO"
11733,2026-04,3821060,3821023,83664874064,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ,109.99,3   B,3.0,B,16.09,11.24,47.36,CONTAINS: 12BTL-200ML & 3BTLS- 375ML 15PK
11734,2026-04,3821070,3821023,83664875221,568087,2026-04-01,2026-04-30,MILAGRO SILVER 24P,109.99,12  B,12.0,B,9.09,6.35,47.36,CONTAINS: 12BTL-200ML & 3BTLS- 375ML 15PK
11735,2026-04,3821030,3821033,83664870462,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ12,109.99,3   B,3.0,B,33.09,27.49,22.37,CONTAINS: MILAGRO LITERS 3BTLS SILVER & 1BTL REPOSADO 4BTLS
11736,2026-04,3821130,3821033,83664874033,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO 6P,109.99,1   B,1.0,B,33.09,27.49,22.37,CONTAINS: MILAGRO LITERS 3BTLS SILVER & 1BTL REPOSADO 4BTLS
11737,2026-04,1306930,3821038,83664868780,568023,2026-04-01,2026-04-30,HENDRICK GIN 6P,114.99,1   B,1.0,B,40.49,33.31,24.77,CONTAINS: 3BTL-LITER MILAGRO SILV & 1BTL-LITER HENDRICK 4PK
11738,2026-04,3821030,3821038,83664870462,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ12,114.99,3   B,3.0,B,33.09,27.22,24.77,CONTAINS: 3BTL-LITER MILAGRO SILV & 1BTL-LITER HENDRICK 4PK
11739,2026-04,3821040,3821052,83664868919,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ6P,159.99,3   B,3.0,B,32.09,25.47,41.55,"CONTAINS: MILAGRO-750ML, 3BT SILVER, 2BT REPO,1BT ANEJO 6PK"
11740,2026-04,3821140,3821052,83664868940,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO 6P,159.99,2   B,2.0,B,32.09,25.47,41.55,"CONTAINS: MILAGRO-750ML, 3BT SILVER, 2BT REPO,1BT ANEJO 6PK"
11741,2026-04,3821240,3821052,83664868971,568017,2026-04-01,2026-04-30,MILAGRO ANEJO TEQ 6P,159.99,1   B,1.0,B,41.09,32.61,41.55,"CONTAINS: MILAGRO-750ML, 3BT SILVER, 2BT REPO,1BT ANEJO 6PK"
11742,2026-04,3821040,3821053,83664868919,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ6P,159.99,3   B,3.0,B,32.09,26.66,32.55,"CONTAINS: MILAGRO 3BTL-750ML EACH, SILVER & REPOSADO 6PK"
11743,2026-04,3821140,3821053,83664868940,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO 6P,159.99,3   B,3.0,B,32.09,26.66,32.55,"CONTAINS: MILAGRO 3BTL-750ML EACH, SILVER & REPOSADO 6PK"
11744,2026-04,3821060,3821063,83664874064,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ,145.08,6   B,6.0,B,16.09,12.09,48.0,CONTAINS: 6BTL-375ML SILVER & 6BTL-375ML REPOSADO 12PK
11745,2026-04,3821160,3821063,83664874071,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO TEQ,145.08,6   B,6.0,B,16.09,12.09,48.0,CONTAINS: 6BTL-375ML SILVER & 6BTL-375ML REPOSADO 12PK
11746,2026-04,3821020,3821124,83664868902,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ,268.54,2   B,2.0,B,51.09,44.18,42.0,CONTAINS: 4BTLS-1.75L REPOSADO & 2BTLS-1.75L SILVER 6PK
11747,2026-04,3821120,3821124,83664868933,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO,268.54,4   B,4.0,B,52.09,45.04,42.0,CONTAINS: 4BTLS-1.75L REPOSADO & 2BTLS-1.75L SILVER 6PK
11748,2026-04,3821030,3821154,83664870462,568087,2026-04-01,2026-04-30,MILAGRO SILVER TEQ12,109.99,1   B,1.0,B,33.09,27.49,22.37,CONTAINS: LITERS 3BTLS REPOSADO & 1BTL SILVER 4BTLS
11749,2026-04,3821130,3821154,83664874033,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO 6P,109.99,3   B,3.0,B,33.09,27.49,22.37,CONTAINS: LITERS 3BTLS REPOSADO & 1BTL SILVER 4BTLS
11750,2026-04,3821160,3821171,83664874071,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO TEQ,119.99,3   B,3.0,B,16.09,11.39,49.36,CONTAINS: 12BTL-200ML & 3BTL-375ML 15PK
11751,2026-04,3821170,3821171,83664875238,568018,2026-04-01,2026-04-30,MILAGRO REPOSADO 24P,119.99,12  B,12.0,B,10.09,7.14,49.36,CONTAINS: 12BTL-200ML & 3BTL-375ML 15PK
11752,2026-04,3821260,3821271,83664874385,568017,2026-04-01,2026-04-30,MILAGRO ANEJO TEQ,109.99,3   B,3.0,B,23.09,16.51,43.82,CONTAINS: 6BTLS-20ML & 3BTLS-375ML 9PK
