rip_upc,item_id,item_code,match_method,match_score,rip_description,item_description,has_po_history
80480005276,18127,8048000527,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI BLACK 375 ML ,1
80480006662,9800,8048000666,upc_user_rule,1.0,ST GERMAIN ELDERFLOWER   EXCLUDES COMBOS 750ML & 375ML,ST GERMAIN  ELDERFLOWER  375ml,1
80480006754,15466,8048000675,upc_user_rule,1.0,BACARDI FLAVORS LITERS,BACARDI     RASPBERRY 1L,0
80480006761,2613,8048000676,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI RASPBERRY  750ML,1
80480006891,14775,8048000689,upc_user_rule,1.0,HAVANA CLUB BLANCO & CLASSICO 750ML,HAVANA CLUB RUM BLANCO 750ML,1
80480006914,14774,8048000691,upc_user_rule,1.0,HAVANA CLUB BLANCO & CLASSICO 750ML,HAVANA CLUB PR RUM 750ML,1
80480015305,2239,80480015305,upc_exact,1.0,"BACARDI SUP,GOLD,BLACK ,SPICED & OAKHEART LITERS",BACARDI      LIGHT 1L,1
80480015404,2246,8048001540,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK RUM & SPICED 750ML",BACARDI      LIGHT 750 ml,1
80480015459,10777,8048005540,desc_match,1.0,"BACARDI SUPERIOR, GOLD, BLACK RUM & SPICED 750ML",BACARDI BLACK 750ML,1
80480015602,10400,8048001560,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      LIGHT 375ML,1
80480015701,2257,8048001570,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      LIGHT 200ML,1
80480016210,10902,8048001621,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      LIGHT 50ML,1
80480025205,2208,8048002520,upc_user_rule,1.0,BACARDI GOLD SOCCER LTO 1.75L,BACARDI      GOLD 1.75L,1
80480025304,2218,8048002530,upc_user_rule,1.0,"BACARDI SUP,GOLD,BLACK ,SPICED & OAKHEART LITERS",BACARDI      GOLD LITER,1
80480025403,2221,8048002540,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK RUM & SPICED 750ML",BACARDI      GOLD 750ML,1
80480025601,10387,8048002560,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      GOLD 375ML,1
80480025700,2229,8048002570,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      GOLD 200ML,1
80480026219,10903,8048002621,upc_user_rule,1.0,"BACARDI SUPERIOR, GOLD, BLACK & SPICED   200ML 24PKS = 1/2CS 375ML 12PK= 1/2CS EXCLUDES 100ML 375ML,200ML & 50ML",BACARDI      GOLD 50ML,1
80480170004,15973,8048017000,upc_user_rule,1.0,CAZADORES BLANCO & REPOSADO 1.75L,CAZADORES REPOSADO 1.75L,0
80480170103,24756,8048017010,upc_user_rule,1.0,CAZADORES REPOSADO CONTAINS: LITERS 2BTL CAZADORES REPO/1BTL BACARDI SUP 3PK,CAZADORES REPOSADO 1 LT ,0
80480171513,5177,8048017151,upc_user_rule,1.0,"CORZO TEQUILA ANEJO, REPOSADO & SILVER   ALL PKS = FULL CASE 750ML & 375ML",CORZO SILVER,1
80480171520,5176,8048017152,upc_user_rule,1.0,"CORZO TEQUILA ANEJO, REPOSADO & SILVER   ALL PKS = FULL CASE 750ML & 375ML",CORZO REPOSADO 750ml,1
80480171582,5175,8048017158,upc_user_rule,1.0,"CORZO TEQUILA ANEJO, REPOSADO & SILVER   ALL PKS = FULL CASE 750ML & 375ML",CORZO ANEJO,1
80480172008,15974,8048017200,upc_user_rule,1.0,CAZADORES BLANCO & REPOSADO 1.75L,CAZADORES BLANCO 1.75L,0
80480172015,24757,8048017201,upc_user_rule,1.0,CAZADORES BLANCO CONTAINS: LITERS 2BTL CAZADORES BL & 1BTL-BACARDI SUPE 3PK,CAZADORES BLANCO1 LT ,0
80480172022,15432,8048017202,upc_user_rule,1.0,"CAZADORES BLANCO , REPOSADO & PINEAPPLE TEQUILA   VAP=1/2CS 3845045 & 3845041 INCLUDE PINEAPPLE 750ML",CAZADORES BLANCO  TEQUILA,1
80480172527,15433,8048017252,upc_user_rule,1.0,CAZADORES ANEJO 750ML,CAZADORES ANEJO TEQUILA,1
80480217068,91,8048021706,upc_user_rule,1.0,"NOILLY PRAT SWEET & DRY VERMOUTH   ALL TYPES LITER 6PK = 1/2 CASE LITER, 750ML & 375ML",NOILLY PRAT SWEET VERM LITER,1
80480217075,12772,8048021707,upc_user_rule,1.0,"NOILLY PRAT SWEET & DRY VERMOUTH   ALL TYPES LITER 6PK = 1/2 CASE LITER, 750ML & 375ML",NOILLY PRAT SWEET VER. 750ML,1
80480230012,946,8807604008,desc_match,0.8,DEWARS WHITE LABEL SCOTCH LITER,DEWARS 1LT,1
80480300005,1668,8048030000,upc_user_rule,1.0,"BOMBAY GIN 1.75L,LITERS & 750ML",BOMBAY GIN 1.75L,0
80480300012,2686,8048030001,upc_user_rule,1.0,BOMBAY GIN LITERS,BOMBAY GIN LITER,1
80480300029,1679,8144010331,desc_match,1.0,"BOMBAY GIN 1.75L,LITERS & 750ML",BOMBAY GIN 750ML,1
80480301002,10562,8144011331,desc_match,1.0,"BOMBAY SAPPHIRE   750ML (6)= 1/2 CASE EXCLUDES 50ML, 375ML & 200ML 1.75,LITERS & 750ML",BOMBAY SAPPHIRE 750ML,1
80480301026,10562,8144011331,desc_match,1.0,"BOMBAY SAPPHIRE   750ML (6)= 1/2 CASE EXCLUDES 50ML, 375ML & 200ML 1.75,LITERS & 750ML",BOMBAY SAPPHIRE 750ML,1
80480355302,1011,8048035530,upc_user_rule,1.0,BACARDI FLAVORS LITERS,BACARDI     LIMON LITER,1
80480355401,6585,8048035540,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI     LIMON 750ML,1
80480355609,1765,8048035560,upc_user_rule,1.0,"BACARDI FLAVORS   375ML & 200ML=(1/2) CASE ""ALL CASES MUST = FULL CASE"" 375ML,200ML & 50ML",BACARDI     LIMON 375ML,1
80480355708,2912,8048035570,upc_user_rule,1.0,"BACARDI FLAVORS   375ML & 200ML=(1/2) CASE ""ALL CASES MUST = FULL CASE"" 375ML,200ML & 50ML",BACARDI     LIMON 200ML,1
80480356200,1766,80480356200,upc_exact,1.0,"BACARDI FLAVORS   375ML & 200ML=(1/2) CASE ""ALL CASES MUST = FULL CASE"" 375ML,200ML & 50ML",BACARDI LIMON 50ML,1
80480400620,2602,8048040062,upc_user_rule,1.0,BACARDI FLAVORS LITERS,BACARDI     COCO LITER,1
80480400637,2603,8048040063,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI     COCO 750ML,1
80480400668,2606,8048040066,upc_user_rule,1.0,"BACARDI FLAVORS   375ML & 200ML=(1/2) CASE ""ALL CASES MUST = FULL CASE"" 375ML,200ML & 50ML",BACARDI     COCO 50ML,1
80480505301,3264,8048050530,upc_user_rule,1.0,BACARDI RESERVA OCHO LITERS,BACARDI     8 LITER,0
80480505400,1094,8048050540,upc_user_rule,1.0,"BACARDI RESERVA OCHO   OCHO, RYE CASK & SEVILLIAN ORANGE CASK EXCLUDES VAPS 750ML",BACARDI     8  RESERVA 750ML,1
80480545307,6041,8048054530,upc_user_rule,1.0,B & B DOM AND BENEDICTINE LITERS,B&B LIQUOR 1L,0
80480555405,3777,80480555405,upc_exact,1.0,B & B DOM AND BENEDICTINE 750ML,BENEDICTINE DOM,0
80480983192,16727,8048098319,upc_user_rule,1.0,D'USSE COGNAC VSOP   MIX & MATCH 375ML & 200ML,D'USSE COGNAC VSOP 200ML,1
80480983383,16363,8048098338,upc_user_rule,1.0,BACARDI ANEJO CUATRO 750ML,BACARDI     4 ANEJO 750ML,1
80480983390,18639,8048098339,upc_user_rule,1.0,BACARDI ANEJO CUATRO LITERS,BACARDI ANEJO 4 YEARS,0
80480983406,16374,8048098340,upc_user_rule,1.0,BACARDI GRAN RESERVA DIEZ 750ML,BACARDI 10 RUM 750ML,1
80480984267,17015,8048098426,upc_user_rule,1.0,BACARDI FLAVORS LITERS,BACARDI  LIME 1 LITER,1
80480984274,19975,8048098427,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI LIME 750ML,1
80480984281,17014,8048098428,upc_user_rule,1.0,"BACARDI FLAVORS   375ML & 200ML=(1/2) CASE ""ALL CASES MUST = FULL CASE"" 375ML,200ML & 50ML",BACARDI  LIME 50ML,1
80480984700,23492,8048098470,upc_user_rule,1.0,D'USSE VSOP FLASK 375ML,D'USSE COGNAC VSOP 375ML FLASK,1
80480986414,24266,8048098641,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI TROPICAL 750ML,1
80480987183,953,8811008105,desc_match,0.8,"DEWARS SMOOTH CASK   INCLUDES: CARIBBEAN CASK, FRENCH & JAPANESE 750ML",DEWARS 750ML,1
80480987787,24538,8048098778,upc_user_rule,1.0,ANGEL'S ENVY 375ML,ANGELS ENVY BOURBON  375,1
80480988104,1094,8048050540,desc_match,1.0,"BACARDI RESERVA OCHO   OCHO, RYE CASK & SEVILLIAN ORANGE CASK EXCLUDES VAPS 750ML",BACARDI     8  RESERVA 750ML,1
80480988227,15432,8048017202,desc_match,1.0,"CAZADORES BLANCO , REPOSADO & PINEAPPLE TEQUILA   VAP=1/2CS 3845045 & 3845041 INCLUDE PINEAPPLE 750ML",CAZADORES BLANCO  TEQUILA,1
80480988340,23164,8048098834,upc_user_rule,1.0,BACARDI FLAVORS 750ML,BACARDI MANGO CHILE  700ML,1
80480988548,23165,8048098854,upc_user_rule,1.0,BOMBAY PREMIER CRU MURCIAN LEMON 700ML,BOMBAY SAPPHIRE GIN LEMO 750ML,1
80480988692,1094,8048050540,desc_match,1.0,"BACARDI RESERVA OCHO   OCHO, RYE CASK & SEVILLIAN ORANGE CASK EXCLUDES VAPS 750ML",BACARDI     8  RESERVA 750ML,1
80480989361,24548,8048098936,upc_user_rule,1.0,D'USSE VSOP 1.75L,DUSSE COGNAC 1.75 LT ,1
80480989576,24457,8048098957,upc_user_rule,1.0,ANGEL'S ENVY TRIPLE OAK BOURBON 750ML,ANGELS TRIPLE OAK 750 ML ,1
80480989989,15432,8048017202,desc_match,1.0,"CAZADORES BLANCO , REPOSADO & PINEAPPLE TEQUILA   VAP=1/2CS 3845045 & 3845041 INCLUDE PINEAPPLE 750ML",CAZADORES BLANCO  TEQUILA,1
80686001010,3390,80686001904,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM 50ML               ,1
80686001027,530,8068600140,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM 750ML,1
80686001041,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686001058,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686001072,10135,8068600107,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM RED STAG 1.75L,1
80686001102,515,8068600110,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM 1.75L,1
8068600118,515,8068600110,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM 1.75L,1
80686001201,526,8068600120,upc_user_rule,1.0,JIM BEAM BBN CONTAINS: 2B LITER JIM BEAM BBN & 1B LITER PINEAPPLE,JIM BEAM 1 LITER,1
80686001409,530,8068600140,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM 750ML,1
80686001430,530,8068600140,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM 750ML,1
80686001607,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 375ML & 200ML,JIM BEAM 200ML,1
80686001614,10519,8068600161,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 375ML & 200ML,JIM BEAM 375ML,1
80686001706,10521,8068600170,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686001904,3390,80686001904,upc_exact,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM 50ML               ,1
80686003601,4560,8068601240,desc_match,1.0,BASIL HAYDEN PREMIUM 750ML,BASIL HAYDEN 750ML,1
80686004042,515,8068600110,desc_match,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM 1.75L,1
80686004424,23110,8068600442,upc_user_rule,1.0,KNOB CREEK RYE 750ML & 375ML,KNOB CREEK RYE 7 YEARS ,1
80686004479,13614,8068601660,desc_match,1.0,KNOB CREEK RYE 750ML & 375ML,KNOB CREEK  375ML,1
80686004486,13615,8068601610,desc_match,1.0,KNOB CREEK BOURBON & RYE 1.75L,KNOB CREEK 1.75L,1
80686004660,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686004738,22892,8068600473,upc_user_rule,1.0,DELOLA SPRITZ 750ML & 375ML,DELOLA ORANJE ,1
80686004752,22893,8068600475,upc_user_rule,1.0,DELOLA SPRITZ 750ML & 375ML,DELOLA BELLA BERRY ,1
80686004950,23769,8068600495,upc_user_rule,1.0,ON THE ROCKS 750ML,ON THE ROCK JALAPENO PIN 750ML,1
80686004967,24154,8068600496,upc_user_rule,1.0,ON THE ROCKS 750ML,ON THE ROCK ESPRESSO MAR 750ML,1
80686005018,13597,8068600501,upc_user_rule,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM DEVILS CUT 750ML,1
80686005056,13598,8068600505,upc_user_rule,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM DEVILS CUT 1.75L,0
80686005872,530,8068600140,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM 750ML,1
80686006060,12632,8068600606,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM HONEY 750ML,1
80686006084,12634,8068600608,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM HONEY 375ML,1
80686006091,12941,8068600609,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM HONEY 50ML,1
80686006282,12633,8068600628,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM HONEY 1.75L,1
80686006367,12647,8068600636,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM FIRE 50ML,1
80686006381,12761,8068600638,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM FIRE 750ML,1
80686006466,515,8068600110,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM 1.75L,1
80686006558,13959,8068600655,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM APPLE 750ML,1
80686006572,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686006589,14215,8068600658,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM APPLE 50ML,1
80686006596,14214,8068600659,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM APPLE 1.75L,1
80686006855,21636,8068600685,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM VANILLA 750ML,1
80686006879,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686006893,16168,8068600689,upc_user_rule,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM VANILLA 50ML,1
80686006916,515,8068600110,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM 1.75L,1
80686007241,23829,8068600724,upc_user_rule,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS STRAWBERRY 375,1
80686007265,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686007289,23770,8068600728,upc_user_rule,1.0,ON THE ROCKS 750ML,ON THE ROCK STRAWBERRY  750ML,1
80686007746,515,8068600110,desc_match,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM 1.75L,1
80686007760,515,8068600110,desc_match,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM 1.75L,1
80686007777,24612,8068600777,upc_user_rule,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM BLACK 7 YEARS 1.75,1
80686007937,4617,8068664640,desc_match,1.0,KNOB CREEK AGED 750ML,KNOB CREEK  750ML,1
80686008064,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008101,22068,5588000842,desc_match,1.0,ON THE ROCKS 750ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008118,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008361,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008613,4617,8068664640,desc_match,1.0,KNOB CREEK AGED 750ML,KNOB CREEK  750ML,1
80686008705,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008736,23830,8068600873,upc_user_rule,1.0,DELOLA SPRITZ 750ML & 375ML,DELOLA LIGHT MARGARITA 750 ML ,1
80686008873,4617,8068664640,desc_match,1.0,KNOB CREEK BOURBONXRYE & BLENDER'S 750ML,KNOB CREEK  750ML,1
80686008880,7558,8068683542,desc_match,1.0,SAUZA HRN CRISTALINO CONTAINS: 3B 750ML EACH SAUZA HORNITOS ANEJO RESERVE & CRIS,SAUZA HORNITOS ANEJO 750ML,1
80686008941,22068,5588000842,desc_match,1.0,ON THE ROCKS 750ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686008989,4617,8068664640,desc_match,1.0,KNOB CREEK AGED 750ML,KNOB CREEK  750ML,1
80686009528,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686009535,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686009924,515,8068600110,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 1.75L,JIM BEAM 1.75L,1
80686009931,3390,80686001904,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG 50ML,JIM BEAM 50ML               ,1
80686009948,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
80686009955,530,8068600140,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG & RYE 80 6P = 1/2 CASE 750ML,JIM BEAM 750ML,1
80686009962,526,8068600120,desc_match,1.0,JIM BEAM PINEAPPLE CONTAINS: 2B LITER JIM BEAM BBN & 1B LITER PINEAPPLE,JIM BEAM 1 LITER,1
80686010005,17797,8068695803,desc_match,1.0,SUNT KANADE YUZU 6P CONTAINS: 2B 750ML SUNTORY ROKU GIN & 1B 700ML KANADE YUZU,ROKU SUNTORY GIN ,1
80686010357,4617,8068664640,desc_match,1.0,-196 CRUSH VAR#2 3X8 CONTAINS: 1C EA 750ML KNOB CREEK BBN & 355ML -196 CRUSH VP,KNOB CREEK  750ML,1
80686010425,530,8068600140,desc_match,1.0,JIM BEAM BOURBON SOCCER 750ML,JIM BEAM 750ML,1
80686010760,11350,8068601656,desc_match,1.0,KNOB CREEK SINGLE BARREL BOURBON & SINGLE BARREL RYE 750ML,KNOB CREEK  RYE 750ML,1
80686010777,11350,8068601656,desc_match,1.0,KNOB CREEK SINGLE BARREL BOURBON & SINGLE BARREL RYE 750ML,KNOB CREEK  RYE 750ML,1
80686010814,19086,8068695711,desc_match,1.0,SUNTORY TOKI 750ML,SUNTORY TOKI JAPANESE WHISKEY,1
80686010975,685,8954016843,desc_match,1.0,CANADIAN CLUB BLKBRY CONTAINS: 3B 750ML CANADIAN CLUB BLACKBERRY/1B 750ML 6YR,CANADIAN CLUB 750ML,1
80686010982,675,8954016841,desc_match,1.0,CANADIAN CLUB BLKBRY CONTAINS: 3B 1.75L CANADIAN CLUB BLACKBERRY/1B 1.75L 6YR,CANADIAN CLUB 1.75L,1
80686011361,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686011378,22068,5588000842,desc_match,1.0,ON THE ROCKS 750ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686011408,4884,8068601140,upc_user_rule,1.0,BOOKERS BIG EASY 750ML,BOOKER S BOURBON 750ML  ,1
80686011637,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686011644,22068,5588000842,desc_match,1.0,ON THE ROCKS 375ML & 200ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686012139,21599,8068601213,upc_user_rule,1.0,BASIL HAYDEN BBN 6P CONTAINS: 1C EA 1L BASIL HAYDEN BBN & 355ML -196 LEMON,BASIL HAYDEN BOURBON 1 LT ,1
80686012146,4560,8068601240,desc_match,1.0,BASIL HAYDEN PREMIUM 750ML,BASIL HAYDEN 750ML,1
80686012344,21556,8068601234,upc_user_rule,1.0,BASIL HAYDEN TOAST6P CONTAINS: 1C EA 750ML BASIL TOAST/355ML -196 ZERO SUGAR LEM,BASIL HAYDEN TOAST 750 ML ,1
80686012405,4560,8068601240,upc_user_rule,1.0,BASIL HAYDEN   EXCLUDES DARK RYE INCLUDES GOLDEN RYE AS 1/2 CASE 750ML,BASIL HAYDEN 750ML,1
80686012474,4560,8068601240,desc_match,1.0,BASIL HAYDEN PREMIUM 750ML,BASIL HAYDEN 750ML,1
80686012610,22068,5588000842,desc_match,1.0,ON THE ROCKS 750ML,ON THE ROCKS EXPRESSO MARTINI ,1
80686014065,17796,8068695802,desc_match,1.0,SUNT KANADE PEACH 6P CONTAINS: 2B LITER SUNTORY HAKU VODKA & 1B 700ML KANADE PCH,SUNTORY HAKU VODKA ,1
80686014232,4560,8068601240,desc_match,1.0,BASIL HAYDEN   EXCLUDES DARK RYE INCLUDES GOLDEN RYE AS 1/2 CASE 750ML,BASIL HAYDEN 750ML,1
80686014256,4617,8068664640,desc_match,1.0,KNOB CREEK BOURBONXRYE & BLENDER'S 750ML,KNOB CREEK  750ML,1
80686015406,4588,8068601540,upc_user_rule,1.0,BAKER'S BOURBON 750ML,BAKERS BOURBON 750ML,1
80686016762,21196,8068601676,upc_user_rule,1.0,KNOB CREEK SINGLE BARREL BOURBON & SINGLE BARREL RYE 750ML,KNOB CREEK BOURBON 9 YEARS ,1
80686016793,13614,8068601660,desc_match,1.0,"KNOB CREEK BOURBON, SMOKED MAPLE & RYE   EXCLUDES VAP 750ML & 375ML",KNOB CREEK  375ML,1
80686016816,9097,8068601620,desc_match,1.0,KNOB CREEK SINGLE BARREL RESERVE 750ML,KNOB CREEK   RESERVE,1
80686016823,11350,8068601656,desc_match,1.0,KNOB CREEK SINGLE BARREL BOURBON & SINGLE BARREL RYE 750ML,KNOB CREEK  RYE 750ML,1
80686016922,13614,8068601660,desc_match,1.0,"KNOB CREEK BOURBON, SMOKED MAPLE & RYE   EXCLUDES VAP 750ML & 375ML",KNOB CREEK  375ML,1
80686016946,13615,8068601610,desc_match,1.0,KNOB CREEK BOURBON & RYE 1.75L,KNOB CREEK 1.75L,1
80686016991,4617,8068664640,desc_match,1.0,KNOB CREEK AGED 750ML,KNOB CREEK  750ML,1
80686018094,515,8068600110,desc_match,1.0,"JIM BEAM PREMIUM FAMILY   INCLUDES DEVILS CUT, BLACK, RYE 90, DOUBLE OAK, SINGLE BARREL & WINTER 6PK = 1/2 CASE, 375ML BLACK = 1/2 CASE EXCLUDES LITERS & 50ML 1.75L, 750ML & 375ML",JIM BEAM 1.75L,1
80686021032,10521,8068600170,desc_match,1.0,JIM BEAM BOURBON & FLAVORS   INCLUDES RED STAG EXCLUDES 375ML WHITE 375ML & 200ML,JIM BEAM 200ML,1
